title,date_announced,company_name,reference_number,url,assigned_category,sub_category
"OTHERS 1) PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE (PROPOSED RRPT)
2) PROPOSED RENEWAL OF AUTHORITY FOR THE COMPANY TO PURCHASE ITS OWN ORDINARY SHARES (PROPOSED RENEWAL OF SHARE BUY-BACK)",27/10/2020,EG INDUSTRIES BERHAD,GA1-27102020-00001,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099906,General Announcement,OTHERS
"OTHERS DYNACIATE GROUP BERHAD (""DGB"" OR ""COMPANY"")
PROPOSED ACQUISITIONS BY DYNACIATE SPI SDN. BHD., A WHOLLY-OWNED SUBSIDIARY OF DGB, OF TWO INDUSTRIAL PREMISES AND MACHINERIES AND EQUIPMENT FOR A TOTAL CASH CONSIDERATION OF RM26,786,431 (""PROPOSED ACQUISITIONS"")",27/10/2020,DYNACIATE GROUP BERHAD,GA1-27102020-00076,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099913,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING IRIS CORPORATION BERHAD (""IRIS"" OR THE ""COMPANY"")
PRIVATE PLACEMENT OF UP TO 296,628,000 NEW ORDINARY SHARES IN IRIS, REPRESENTING UP TO 10% OF THE TOTAL NUMBER OF ISSUED SHARES OF IRIS (""PRIVATE PLACEMENT"")",27/10/2020,IRIS CORPORATION BERHAD,GA1-27102020-00072,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099923,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"INVESTMENT IN MERIDIAN BERHAD (""MERIDIAN"")",27/10/2020,PERMAJU INDUSTRIES BERHAD,GA1-27102020-00013,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099926,Reply to Query,-
"OTHERS TECHNODEX BHD. (""TDEX"" OR ""THE COMPANY"")
- PROPOSED AMENDMENTS TO THE CONSTITUTION OF THE COMPANY",27/10/2020,TECHNODEX BHD,GA1-20102020-00027,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099938,General Announcement,OTHERS
"OTHERS PELANGI PUBLISHING GROUP BHD (""PELANGI"" OR THE ""COMPANY"")
PROPOSED SELECTIVE CAPITAL REDUCTION AND REPAYMENT EXERCISE OF PELANGI PURSUANT TO SECTION 116 OF THE COMPANIES ACT, 2016 (""PROPOSED SCR"")",27/10/2020,PELANGI PUBLISHING GROUP BHD.,GA1-26102020-00170,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099952,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : RECURRENT RELATED PARTY TRANSACTIONS HANDAL ENERGY BERHAD
- PROPOSED NEW AND RENEWAL OF THE EXISTING SHAREHOLDERS MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE",27/10/2020,HANDAL ENERGY BERHAD,GA1-27102020-00086,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099963,General Announcement,Transactions (Chapter 10 of Listing Requirements)
NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING PRIVATE PLACEMENT OF UP TO 10% OF THE ISSUED SHARES IN BTM,27/10/2020,BTM RESOURCES BERHAD,GA1-27102020-00080,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3099998,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS MALTON BERHAD (MALTON OR COMPANY)
1.	PROPOSED RENEWAL OF AUTHORITY FOR SHARE BUY BACK;
2.	PROPOSED RENEWAL OF SHAREHOLDERS MANDATE FOR RECURRENT RELATED PARTY
TRANSACTIONS; AND
3. PROPOSED AMENDMENT OF THE CONSTITUTION OF THE COMPANY",27/10/2020,MALTON BERHAD,GA1-27102020-00120,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100010,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING CAREPLUS GROUP BERHAD (""CAREPLUS"" OR THE ""COMPANY"")
PRIVATE PLACEMENT OF NEW ORDINARY SHARES IN CAREPLUS, REPRESENTING UP TO 10% OF THE TOTAL NUMBER OF ISSUED SHARES IN CAREPLUS (EXCLUDING TREASURY SHARES, IF ANY) (""PRIVATE PLACEMENT"")",27/10/2020,CAREPLUS GROUP BERHAD,GA1-27102020-00075,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100026,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS Minetech Resources Berhad (""Minetech"" or the ""Company"") - Letter of Award from ARNN Technologies Sdn Bhd to Techmile Resources Sdn Bhd, a wholly-owned subsidiary of the Company for project ""Merekabentuk, membangun, membekal, memasang, mengkonfigurasi, menguji dan mentauliah Pusat Data Bersepadu""",27/10/2020,MINETECH RESOURCES BERHAD,GA1-27102020-00069,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100030,General Announcement,OTHERS
"MEMORANDUM OF UNDERSTANDING COUNTRY HEIGHTS HOLDINGS BERHAD (""CHHB"" or ""the Company"")
- MEMORANDUM OF UNDERSTANDING ENTERED BETWEEN CHHB AND TOUCHPOINT INTERNATIONAL SDN BHD, A WHOLLY OWNED SUBSIDIARY OF SINO HUA-AN INTERNATIONAL BERHAD",27/10/2020,COUNTRY HEIGHTS HOLDINGS BHD,GA1-27102020-00116,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100036,General Announcement,Memorandum of Understanding
"OTHERS VIZIONE HOLDINGS BERHAD (""VHB"" or the ""COMPANY"")
EXECUTION OF HEADS OF AGREEMENTS",27/10/2020,VIZIONE HOLDINGS BERHAD,GA1-27102020-00064,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100059,General Announcement,OTHERS
OTHERS Proposed share buy-back authority for the purchase up to ten percent (10%) of the total number of issued shares of the Company,27/10/2020,KUMPULAN POWERNET BERHAD,GA1-21082020-00011,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100064,General Announcement,OTHERS
OTHERS HSS Engineers Berhad - Suspension from duties of Group Chief Executive Officer cum Executive Director,27/10/2020,HSS ENGINEERS BERHAD,GA1-27102020-00078,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100073,General Announcement,OTHERS
"OTHERS UEM SUNRISE BERHAD (""UEMS"" OR THE ""COMPANY"")
MATURITY AND CONVERSION OF 669,175,335 REDEEMABLE CONVERTIBLE PREFERENCE SHARES IN UEMS ISSUED TO UEM GROUP BERHAD",27/10/2020,UEM SUNRISE BERHAD,GA1-26102020-00077,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100089,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING DPS RESOURCES BERHAD (""DPS"" OR THE ""COMPANY"")
PROPOSED PRIVATE PLACEMENT OF UP TO 20% OF DPS'S TOTAL NUMBER OF ISSUED SHARES (""PROPOSED PRIVATE PLACEMENT"")",27/10/2020,DPS RESOURCES BERHAD,GA1-23102020-00107,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100095,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS SUNWAY CONSTRUCTION GROUP BERHAD (""SUNCON"")
- LETTER OF AWARD ISSUED BY NATIONAL HIGHWAYS AUTHORITY OF INDIA",28/10/2020,SUNWAY CONSTRUCTION GROUP BERHAD,GA1-28102020-00013,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100223,General Announcement,OTHERS
"OTHERS SUNWAY CONSTRUCTION GROUP BERHAD (""SUNCON"")
- LETTERS OF AWARD ISSUED BY BORNEO SPRINGS SDN BHD, F&N DAIRIES MANUFACTURING SDN BHD AND F&N BEVERAGES MANUFACTURING SDN BHD",28/10/2020,SUNWAY CONSTRUCTION GROUP BERHAD,GA1-28102020-00014,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100224,General Announcement,OTHERS
"OTHERS KWANTAS CORPORATION BERHAD (""KWANTAS"" OR ""COMPANY"")
PROPOSED SELECTIVE CAPITAL REDUCTION AND REPAYMENT EXERCISE OF KWANTAS PURSUANT TO SECTION 116 OF THE COMPANIES ACT, 2016 (""PROPOSED SCR"")",28/10/2020,KWANTAS CORPORATION BERHAD,GA1-27102020-00129,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100226,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : RECURRENT RELATED PARTY TRANSACTIONS MESB BERHAD (""MESB"" OR ""THE COMPANY"")
PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE",28/10/2020,MESB BERHAD,GA1-23102020-00001,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100227,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS Latitude Tree Holdings Berhad (""the Company"" or ""LTHB"")
- Annual Report 2020 and Corporate Governance Report 2020",28/10/2020,LATITUDE TREE HOLDINGS BERHAD,GA1-27102020-00067,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100240,General Announcement,OTHERS
"MULTIPLE PROPOSALS SUNWAY REAL ESTATE INVESTMENT TRUST (""SUNWAY REIT"")
I. PROPOSED ACQUISITION OF THE PINNACLE SUNWAY BY SUNWAY REIT FOR A CASH CONSIDERATION OF RM450.0 MILLION;
II. PROPOSED PRIVATE PLACEMENT TO RAISE GROSS PROCEEDS OF UP TO RM710.0 MILLION AT THE ISSUE PRICE TO BE DETERMINED LATER BY WAY OF BOOKBUILDING; AND
III. PROPOSED ESTABLISHMENT OF A DISTRIBUTION REINVESTMENT SCHEME",28/10/2020,SUNWAY REAL ESTATE INVESTMENT TRUST,GA1-13102020-00054,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100241,General Announcement,Multiple Proposals
OTHERS - PROPOSED RENEWAL OF SHAREHOLDERS' MANDATE FOR RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE,28/10/2020,SOUTHERN STEEL BERHAD,GA1-27102020-00035,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100242,General Announcement,OTHERS
"OTHERS KNM GROUP BERHAD (""KNM"" OR ""COMPANY"")
- APPOINTMENT OF JOINT PLACEMENT AGENT/MANAGER FOR THE PROPOSED PRIVATE PLACEMENT",28/10/2020,KNM GROUP BERHAD,GA1-28102020-00034,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100304,General Announcement,OTHERS
"OTHERS JHM CONSOLIDATION BERHAD (""JHM"" OR ""COMPANY"")
TRANSFER OF THE LISTING OF AND QUOTATION FOR THE ENTIRE ISSUED SHARE CAPITAL OF JHM FROM THE ACE MARKET TO THE MAIN MARKET OF BURSA MALAYSIA SECURITIES BERHAD (""TRANSFER"")",28/10/2020,JHM CONSOLIDATION BERHAD,GA1-28102020-00033,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100309,General Announcement,OTHERS
"MULTIPLE PROPOSALS APEX EQUITY HOLDINGS BERHAD (""APEX"" OR THE ""COMPANY"")
(I) PROPOSED MERGER; AND
(II) PROPOSED PRIVATE PLACEMENT
(COLLECTIVELY REFERRED TO AS THE ""PROPOSALS"")",28/10/2020,APEX EQUITY HOLDINGS BERHAD,GA1-19102020-00023,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100319,General Announcement,Multiple Proposals
"OTHERS SANICHI TECHNOLOGY BERHAD (""SANICHI"" OR ""THE COMPANY"")
OFFER OF OPTIONS UNDER EMPLOYEE SHARE OPTION SCHEME",28/10/2020,SANICHI TECHNOLOGY BERHAD,GA1-28102020-00057,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100358,General Announcement,OTHERS
OTHERS Rationale of the Change of Financial Year End,28/10/2020,GOODWAY INTEGRATED INDUSTRIES BERHAD,GA1-28102020-00047,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100364,General Announcement,OTHERS
"OTHERS IDB TECHNOLOGIES BERHAD (""IDB"" OR ""THE COMPANY"")
- PROPOSED AMENDMENTS TO THE CONSTITUTION OF THE COMPANY",28/10/2020,IDB TECHNOLOGIES BERHAD,GA1-27102020-00114,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100376,General Announcement,OTHERS
"MULTIPLE PROPOSALS MLABS SYSTEMS BERHAD (""MLABS"" OR THE ""COMPANY"")
(I)	SHARE CONSOLIDATION; AND
(II)	RIGHTS ISSUE WITH WARRANTS
(COLLECTIVELY REFERRED TO AS THE ""CORPORATE EXERCISES"")",28/10/2020,MLABS SYSTEMS BERHAD,GA1-28102020-00052,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100420,General Announcement,Multiple Proposals
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : BONUS ISSUES JF TECHNOLOGY BERHAD (""JF TECH"" OR THE ""COMPANY"")
PROPOSED BONUS ISSUE OF SHARES WITH WARRANTS",28/10/2020,JF TECHNOLOGY BERHAD,GA1-28102020-00063,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100437,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS GRAND-FLO BERHAD (""GRAND-FLO"" OR THE ""COMPANY"")
-	PROPOSED DISPOSALS",28/10/2020,GRAND-FLO BERHAD,GA1-28102020-00066,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100453,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"MEMORANDUM OF UNDERSTANDING NOTES OF UNDERSTANDING BETWEEN POLITEKNIK PORT DICKSON, AN INSTITUTION UNDER KEMENTERIAN PENDIDIKAN TINGGI MALAYSIA AND AJIYA BERHAD",28/10/2020,AJIYA BERHAD,GA1-27102020-00093,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100454,General Announcement,Memorandum of Understanding
"MULTIPLE PROPOSALS RADIANT GLOBALTECH BERHAD (""RADIANT GLOBALTECH"" OR ""COMPANY"")
(I)	PROPOSED ACQUISITION; AND
(II)	PROPOSED VARIATION
COLLECTIVELY REFERRED TO AS ""PROPOSALS"".",28/10/2020,RADIANT GLOBALTECH BERHAD,GA1-27102020-00068,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100455,General Announcement,Multiple Proposals
OTHERS PROPOSED FINAL SINGLE-TIER TAX EXEMPT DIVIDEND FOR THE FINANCIAL YEAR ENDED 31 AUGUST 2020,28/10/2020,HOMERITZ CORPORATION BERHAD,GA1-27102020-00139,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100457,General Announcement,OTHERS
OTHERS ACCEPTANCE ON THE LETTER OF AWARD (LOA) FOR PERKHIDMATAN PENYELENGGARAAN SISTEM APLIKASI DAN SOKONGAN TEKNIKAL BISNES UTAMA (BUICT) SECARA KOMPREHENSIF DI JABATAN PENDAFTARAN NEGARA (JPN),28/10/2020,HEITECH PADU BERHAD,GA1-28102020-00051,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100462,General Announcement,OTHERS
"OTHERS WCE HOLDINGS BERHAD (""WCEHB"" or ""the Company"")
MEMORANDUM OF AGREEMENT BETWEEN KEB BUILDERS SDN BHD, A WHOLLY-OWNED SUBSIDIARY OF THE COMPANY AND SERIEMAS DEVELOPMENT SDN BERHAD",28/10/2020,WCE HOLDINGS BERHAD,GA1-28102020-00042,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100469,General Announcement,OTHERS
MEMORANDUM OF UNDERSTANDING K-STAR SPORTS LIMITED ('K-STAR' OR THE 'COMPANY') - MEMORANDUM OF UNDERSTANDING FOR APPOINTMENT OF K-STAR OR ANY ONE OF THE SUBSIDIARIES OF K-STAR AS THE SALE AGENT FOR COVID-19 VACCINES IN MALAYSIA ('MOU'),28/10/2020,K-STAR SPORTS LIMITED,GA1-28102020-00010,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100500,General Announcement,Memorandum of Understanding
Change in Financial Year End,28/10/2020,DOLOMITE CORPORATION BERHAD,CFY-28102020-00001,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100521,Financial Results,Change in Financial Year End
"OTHERS PROLEXUS BERHAD (""PROLEXUS"" OR ""THE COMPANY"")
- VARIATION ON THE RATE OF A FIRST AND FINAL SINGLE TIER DIVIDEND DECLARED COMPARED TO CORRESPONDING PERIOD IN PREVIOUS FINANCIAL YEAR",28/10/2020,PROLEXUS BERHAD,GA1-28102020-00089,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100533,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING OCR GROUP BERHAD (''OCR'' OR THE ''COMPANY'')
ISSUANCE AND ALLOTMENT OF UP TO 98,600,000 NEW ORDINARY SHARES IN THE COMPANY TO MACQUARIE BANK LIMITED (''SHARE ISSUANCE'')",28/10/2020,OCR GROUP BERHAD,GA1-28102020-00079,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100534,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS Allianz Malaysia Berhad (""Company"")
Decision by the Malaysia Competition Commission against the General Insurance Subsidiary of the Company",28/10/2020,ALLIANZ MALAYSIA BERHAD,GA1-28102020-00009,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100538,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS PROPOSED ACQUISITIONS BY KAB ENERGY POWER SDN BHD (KABEP), A WHOLLY-OWNED SUBSIDIARY OF KAB OF:
(I)	2,000,000 ORDINARY SHARES IN KONPRO INDUSTRIES SDN BHD (KONPRO); AND
(II)	600,000 ORDINARY SHARES IN MERU ONE SDN BHD (MERU),
BOTH REPRESENTING 80% EACH OF THE TOTAL PAID UP SHARE CAPITAL IN KONPRO AND MERU, FROM INVEST ENERGY SDN BHD (INVEN) FOR A TOTAL CASH CONSIDERATION OF RM7,260,000.00 AND ASSUMPTION OF LIABILITIES OF RM4,240,000.00 (PROPOSED ACQUISITIONS)",28/10/2020,KEJURUTERAAN ASASTERA BERHAD,GA1-28102020-00095,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100581,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS OTHERS SCOMI GROUP BHD (""SGB"" OR ""THE COMPANY"") - MONTHLY ANNOUNCEMENT ON THE STATUS OF DEFAULT IN PAYMENT TO EXPORT-IMPORT BANK OF MALAYSIA BERHAD (""EXIM"") PURSUANT TO PARAGRAPH 9.19A OF BURSA MALAYSIA SECURITIES BERHAD'S MAIN MARKET LISTING REQUIREMENTS",28/10/2020,SCOMI GROUP BERHAD,GA1-26102020-00105,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100604,General Announcement,OTHERS
OTHERS UPDATE ON JOINT VENTURE BETWEEN HWGB BIOTECH SDN BHD (FKA HWG CONSORTIUM SDN BHD) AND E-MO BIOLOGY INC. - REPLY FROM FDA ON SUBMISSION FOR APPROVAL TO COMMENCE PHASE IV CLINICAL TRIAL ON USE OF EXISTING POLIOMYELITIS VIRUS VACCINES FOR PREVENTION OF COVID-19,28/10/2020,HO WAH GENTING BERHAD,GA1-28102020-00097,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100607,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : BONUS ISSUES KOMARKCORP BERHAD (""KOMARKCORP"" OR THE ""COMPANY"")
PROPOSED BONUS ISSUE OF WARRANTS",28/10/2020,KOMARKCORP BERHAD,GA1-28102020-00080,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100611,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS PRESTARIANG BERHAD (""PRESTARIANG"" or ""the Company"") - PROPOSED DISPOSAL OF THE ENTIRE EQUITY INTEREST IN PRESTARIANG EDUCATION SDN BHD",28/10/2020,PRESTARIANG BERHAD,GA1-28102020-00078,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100619,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"OTHERS VIVOCOM INTL HOLDINGS BERHAD ('VIVOCOM' OR 'THE COMPANY')
PROPOSED NEW SHAREHOLDERS MANDATE FOR NEW RECURRENT RELATED PARTY TRANSACTIONS OF A REVENUE OR TRADING NATURE",28/10/2020,VIVOCOM INTL HOLDINGS BERHAD,GA1-27102020-00009,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100640,General Announcement,OTHERS
"OTHERS UEM SUNRISE BERHAD (""UEMS"" OR THE ""COMPANY"")
RECEIPT OF A PROPOSAL FROM UEM GROUP BERHAD (""UEMG"") IN RESPECT OF A PROPOSED MERGER OF UEM SUNRISE AND ECO WORLD DEVELOPMENT GROUP BERHAD (""ECO WORLD"") INTO AN ENLARGED GROUP (""PROPOSED MERGER"")",28/10/2020,UEM SUNRISE BERHAD,GA1-28102020-00088,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100649,General Announcement,OTHERS
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING DAGANG NeXCHANGE BERHAD (""DNeX"" OR THE ""COMPANY"")
PRIVATE PLACEMENT",30/10/2020,DAGANG NEXCHANGE BERHAD,GA1-30102020-00065,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100830,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : OTHER ISSUE OF SECURITIES GD EXPRESS CARRIER BHD (""GDEX"" OR THE ""COMPANY"")
PROPOSED ISSUANCE OF UP TO 705,176,354 FREE WARRANTS IN GDEX (""WARRANTS C"") ON THE BASIS OF ONE (1) WARRANT C FOR EVERY EIGHT (8) EXISTING ORDINARY SHARES IN GDEX HELD ON AN ENTITLEMENT DATE TO BE DETERMINED AND ANNOUNCED LATER (""PROPOSED FREE WARRANTS ISSUE"")",30/10/2020,GD EXPRESS CARRIER BERHAD,GA1-28102020-00055,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100840,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"OTHERS ECO WORLD DEVELOPMENT GROUP BERHAD (""COMPANY"")
RECEIPT OF LETTER FROM UEM GROUP BERHAD TO CONSIDER THE PROPOSED MERGER OF UEM SUNRISE BERHAD AND ECO WORLD DEVELOPMENT GROUP BERHAD INTO AN ENLARGED GROUP (""PROPOSED MERGER"")",30/10/2020,ECO WORLD DEVELOPMENT GROUP BERHAD,GA1-30102020-00042,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100842,General Announcement,OTHERS
"OTHERS UEM SUNRISE BERHAD (""UEMS"" OR THE ""COMPANY"")
PROPOSED EN-BLOC DISPOSAL OF THE SERVICED APARTMENT COMPONENT IN AURORA MELBOURNE CENTRAL, MELBOURNE, AUSTRALIA TOGETHER WITH 10 CAR PARK LOTS AND PART OF THE GROUND FLOOR RETAIL MEASURING A GROSS FLOOR AREA OF APPROXIMATELY 14,900 SQUARE METERS TO SCAPE AUSTRALIA MANAGEMENT PTY LTD FOR A CASH CONSIDERATION OF AUD$125.0 MILLION (""PROPOSED DISPOSAL"")",30/10/2020,UEM SUNRISE BERHAD,GA1-30102020-00040,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3100861,General Announcement,OTHERS
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : NON RELATED PARTY TRANSACTIONS LION INDUSTRIES CORPORATION BERHAD (""LICB"" OR ""THE COMPANY"")
Proposed disposal by Amsteel Mills Sdn Bhd (""AMSB"" or ""Seller""), a 99% owned subsidiary of the Company, of the hot-briquetted iron (""HBI"") plant and business in Labuan by disposing of the entire 100% equity interest in Antara Steel Mills Sdn Bhd (""Antara"") to Esteel Enterprise Pte Ltd (""Esteel"" or ""Buyer"") for a cash consideration of USD128.00 million (equivalent to RM546.56 million)",30/10/2020,LION INDUSTRIES CORPORATION BERHAD,GA1-30102020-00085,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101012,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"NEW ISSUE OF SECURITIES (CHAPTER 6 OF LISTING REQUIREMENTS) : FUND RAISING AL-'AQAR HEALTHCARE REIT (""AL-'AQAR"" OR ""REIT"")
PROPOSED PRIVATE PLACEMENT OF UP TO RM50 MILLION UNITS IN AL-'AQAR (""PROPOSED PRIVATE PLACEMENT"")",30/10/2020,AL-`AQAR HEALTHCARE REIT,GA1-28102020-00041,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101021,General Announcement,New Issue of Securities (Chapter 6 of listing requirements)
"TRANSACTIONS (CHAPTER 10 OF LISTING REQUIREMENTS) : RELATED PARTY TRANSACTIONS UOA DEVELOPMENT BHD (UOA DEVELOPMENT)
PROPOSED DISPOSAL OF UOA CORPORATE TOWER (AS DEFINED BELOW) BY DISTINCTIVE ACRES SDN. BHD. (DISTINCTIVE ACRES OR VENDOR) FOR A CASH CONSIDERATION OF RM700.0 MILLION (PROPOSED DISPOSAL)",30/10/2020,UOA DEVELOPMENT BHD,GA1-30102020-00083,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101022,General Announcement,Transactions (Chapter 10 of Listing Requirements)
"MULTIPLE PROPOSALS UOA REAL ESTATE INVESTMENT TRUST (""UOA REIT"")
I. PROPOSED ACQUISITION OF UOA CORPORATE TOWER FOR A CASH CONSIDERATION OF RM700.0 MILLION; AND
II. PROPOSED PRIVATE PLACEMENT TO RAISE GROSS PROCEEDS OF UP TO RM280.0 MILLION AT THE ISSUE PRICE TO BE DETERMINED LATER BY WAY OF A BOOKBUILDING EXERCISE",30/10/2020,UOA REAL ESTATE INVESTMENT TRUST,GA1-13102020-00020,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101032,General Announcement,Multiple Proposals
"OTHERS DAGANG NEXCHANGE BERHAD (""DNeX"" OR THE ""COMPANY"")
- HEADS OF AGREEMENT FOR THE ACQUISITION OF THE REMAINING EQUITY INTEREST IN PING PETROLEUM LIMITED NOT CURRENTLY OWNED BY DNeX",30/10/2020,DAGANG NEXCHANGE BERHAD,GA1-30102020-00039,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101035,General Announcement,OTHERS
OTHERS DECISION ON FINAL DIVIDEND FOR THE FINANCIAL YEAR ENDED 31 AUGUST 2020,30/10/2020,CHIN TECK PLANTATIONS BERHAD,GA1-30102020-00133,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101046,General Announcement,OTHERS
OTHERS DEALING IN QUOTED SECURITIES UNDER RULE 9.20 OF THE ACE MARKET LISTING REQUIREMENTS,30/10/2020,DGB ASIA BERHAD,GA1-30102020-00028,https://disclosure.bursamalaysia.com/FileAccess/viewHtml/?e=3101089,General Announcement,OTHERS
